Date,High,Low,Open,Close,Volume,Adj Close,Name
2019-01-14,151.4600067138672,145.77000427246094,146.72000122070312,150.44000244140625,18254200.0,149.85475158691406,NVDA
2019-01-15,153.35000610351562,149.1300048828125,151.75999450683594,149.8699951171875,15425300.0,149.28695678710938,NVDA
2019-01-16,152.3000030517578,148.6199951171875,150.97000122070312,148.83999633789062,11752600.0,148.260986328125,NVDA
2019-01-17,153.3300018310547,146.41000366210938,147.50999450683594,151.72000122070312,12335900.0,151.12979125976562,NVDA
2019-01-18,157.97999572753906,151.64999389648438,153.72999572753906,156.92999267578125,16283400.0,156.3195037841797,NVDA
2019-01-22,156.17999267578125,147.5500030517578,155.7100067138672,148.77000427246094,16538800.0,148.19125366210938,NVDA
2019-01-23,154.5800018310547,148.02999877929688,151.0,149.2899932861328,14775500.0,148.70921325683594,NVDA
2019-01-24,158.5500030517578,152.50999450683594,152.6999969482422,157.83999633789062,17724300.0,157.2259521484375,NVDA
2019-01-25,160.8800048828125,151.3000030517578,155.44000244140625,160.14999389648438,28864300.0,159.5269775390625,NVDA
2019-01-28,141.63999938964844,131.0,136.5500030517578,138.00999450683594,62788200.0,137.47311401367188,NVDA
2019-01-29,138.10000610351562,131.00999450683594,136.14999389648438,131.60000610351562,28848300.0,131.0880584716797,NVDA
2019-01-30,137.97000122070312,131.4600067138672,134.6699981689453,137.38999938964844,24355700.0,136.85552978515625,NVDA
2019-01-31,145.19000244140625,136.3800048828125,137.25999450683594,143.75,21071300.0,143.19078063964844,NVDA
2019-02-01,146.7899932861328,142.5800018310547,144.5,144.72999572753906,15626200.0,144.16696166992188,NVDA
2019-02-04,150.67999267578125,144.47999572753906,145.3699951171875,149.17999267578125,13214800.0,148.59963989257812,NVDA
2019-02-05,151.42999267578125,148.3000030517578,149.66000366210938,149.9499969482422,13560600.0,149.3666534423828,NVDA
2019-02-06,155.60000610351562,151.07000732421875,151.2899932861328,153.0,17561600.0,152.40478515625,NVDA
2019-02-07,151.22000122070312,145.69000244140625,151.1300048828125,147.4199981689453,15928000.0,146.8465118408203,NVDA
2019-02-08,148.60000610351562,144.1300048828125,144.7100067138672,148.1699981689453,11540100.0,147.5935821533203,NVDA
2019-02-11,148.5800018310547,144.5,146.38999938964844,146.4499969482422,12379500.0,145.88026428222656,NVDA
2019-02-12,151.8000030517578,147.4199981689453,148.0,151.1699981689453,14776500.0,150.5819091796875,NVDA
2019-02-13,155.8300018310547,151.80999755859375,152.36000061035156,152.8800048828125,15134300.0,152.2852783203125,NVDA
2019-02-14,155.6699981689453,151.10000610351562,152.83999633789062,154.52999877929688,20681600.0,153.9288330078125,NVDA
2019-02-15,163.8699951171875,156.4199981689453,162.9499969482422,157.33999633789062,37918700.0,156.72792053222656,NVDA
2019-02-19,159.88999938964844,156.13999938964844,156.91000366210938,156.63999938964844,13797300.0,156.0306396484375,NVDA
2019-02-20,161.25999450683594,157.3699951171875,157.82000732421875,158.5500030517578,13524700.0,157.9331817626953,NVDA
2019-02-21,160.0500030517578,155.17999267578125,159.05999755859375,155.77000427246094,11213700.0,155.1640167236328,NVDA
2019-02-22,159.9499969482422,157.30999755859375,157.86000061035156,159.19000244140625,10043500.0,158.5707244873047,NVDA
2019-02-25,165.27999877929688,158.33999633789062,162.55999755859375,158.69000244140625,16400500.0,158.07266235351562,NVDA
2019-02-26,160.75999450683594,155.75,158.5,157.10000610351562,12211600.0,156.4888458251953,NVDA
2019-02-27,157.58999633789062,153.11000061035156,156.52000427246094,155.41000366210938,12506400.0,154.805419921875,NVDA
2019-02-28,155.89999389648438,153.36000061035156,155.0,154.25999450683594,8123600.0,153.81825256347656,NVDA
2019-03-01,158.14999389648438,153.9199981689453,156.27000427246094,156.4499969482422,8929700.0,156.00198364257812,NVDA
2019-03-04,158.9199981689453,154.5,158.0,156.77999877929688,10249800.0,156.33103942871094,NVDA
2019-03-05,158.05999755859375,153.9600067138672,156.14999389648438,156.52000427246094,9073100.0,156.07179260253906,NVDA
2019-03-06,156.5,151.94000244140625,156.16000366210938,152.0500030517578,10088100.0,151.6145782470703,NVDA
2019-03-07,151.49000549316406,147.39999389648438,151.10000610351562,149.25999450683594,11252600.0,148.8325653076172,NVDA
2019-03-08,151.07000732421875,144.8000030517578,145.66000366210938,150.63999938964844,10560400.0,150.2086181640625,NVDA
2019-03-11,162.05999755859375,149.69000244140625,151.58999633789062,161.13999938964844,21493200.0,160.67855834960938,NVDA
2019-03-12,164.38999938964844,159.19000244140625,162.25999450683594,162.52000427246094,14489400.0,162.0546112060547,NVDA
2019-03-13,169.8000030517578,163.72999572753906,164.02999877929688,168.6199951171875,19222500.0,168.1371307373047,NVDA
2019-03-14,169.47000122070312,165.25,168.99000549316406,165.55999755859375,12984600.0,165.0858917236328,NVDA
2019-03-15,171.52999877929688,167.16000366210938,167.3000030517578,169.80999755859375,16537100.0,169.32373046875,NVDA
2019-03-18,173.25,167.86000061035156,171.0800018310547,168.9499969482422,12174800.0,168.4661865234375,NVDA
2019-03-19,177.5,172.0800018310547,172.75999450683594,175.7100067138672,21374300.0,175.2068328857422,NVDA
2019-03-20,179.02999877929688,173.0,176.8800048828125,174.39999389648438,17978700.0,173.9005889892578,NVDA
2019-03-21,185.0,175.1300048828125,175.3300018310547,183.94000244140625,20607800.0,183.4132537841797,NVDA
2019-03-22,184.8000030517578,176.94000244140625,182.83999633789062,177.5,18691100.0,176.99169921875,NVDA
2019-03-25,178.4499969482422,171.11000061035156,175.86000061035156,173.77999877929688,13130300.0,173.2823486328125,NVDA
2019-03-26,181.75,174.60000610351562,179.49000549316406,176.8699951171875,17587700.0,176.36349487304688,NVDA
2019-03-27,179.77000427246094,173.6999969482422,177.89999389648438,176.5,11859300.0,175.99456787109375,NVDA
2019-03-28,179.89999389648438,175.11000061035156,177.5500030517578,177.25,12006600.0,176.74241638183594,NVDA
2019-03-29,180.5399932861328,177.91000366210938,179.94000244140625,179.55999755859375,11422400.0,179.04580688476562,NVDA
2019-04-01,183.5,180.3699951171875,183.25999450683594,182.27999877929688,12095600.0,181.7580108642578,NVDA
2019-04-02,184.7899932861328,181.52000427246094,183.25,183.0,11023000.0,182.47593688964844,NVDA
2019-04-03,191.0,184.8000030517578,185.0,188.6199951171875,19719500.0,188.07986450195312,NVDA
2019-04-04,189.97000122070312,185.72999572753906,188.0,188.25999450683594,11434400.0,187.72088623046875,NVDA
2019-04-05,191.64999389648438,188.52999877929688,190.0,190.9499969482422,12043600.0,190.40318298339844,NVDA
2019-04-08,192.8000030517578,188.75,189.72000122070312,191.7899932861328,10604800.0,191.24078369140625,NVDA
2019-04-09,190.88999938964844,187.55999755859375,190.44000244140625,189.25999450683594,10999300.0,188.718017578125,NVDA
2019-04-10,193.13999938964844,189.0500030517578,189.22999572753906,192.10000610351562,11119300.0,191.54991149902344,NVDA
2019-04-11,193.47000122070312,189.5500030517578,192.1999969482422,191.5399932861328,9365000.0,190.99148559570312,NVDA
2019-04-12,193.25999450683594,189.66000366210938,193.10000610351562,190.00999450683594,11792700.0,189.46588134765625,NVDA
2019-04-15,189.89999389648438,183.10000610351562,189.6999969482422,184.6999969482422,11002300.0,184.1710662841797,NVDA
2019-04-16,188.97000122070312,184.9600067138672,186.27999877929688,188.2100067138672,9874100.0,187.67103576660156,NVDA
2019-04-17,190.4600067138672,186.38999938964844,189.6199951171875,187.2899932861328,8775100.0,186.753662109375,NVDA
2019-04-18,188.92999267578125,185.17999267578125,187.55999755859375,186.3000030517578,9524700.0,185.76651000976562,NVDA
2019-04-22,189.10000610351562,184.0800018310547,185.35000610351562,188.47000122070312,6998400.0,187.93028259277344,NVDA
2019-04-23,191.92999267578125,188.61000061035156,189.0,190.6699981689453,8671400.0,190.1239776611328,NVDA
2019-04-24,192.80999755859375,188.63999938964844,191.08999633789062,191.1699981689453,7955100.0,190.62255859375,NVDA
2019-04-25,190.4499969482422,183.6999969482422,189.5500030517578,186.91000366210938,12482400.0,186.374755859375,NVDA
